,ID,AGE,Ethnicity,Married,Family Size,Education1,Education2,Income,Language,Education,Coffee,Hot Tea,Iced Tea,Egg Salad,Pickles,Corned Beef
9371,40498.0,7.0,1,0,4,1,0,4,2,1,1.0,2.0,2.0,1.0,1.0,2.0
9372,40499.0,9.0,4,0,6,3,0,2,1,3,1.0,1.0,1.0,1.0,4.0,7.0
9373,40500.0,5.0,3,0,6,0,0,2,1,0,1.0,1.0,6.0,1.0,5.0,2.0
9375,40502.0,23.0,3,6,1,0,5,9,1,5,3.0,2.0,7.0,3.0,2.0,2.0
9376,40503.0,12.0,1,0,4,6,0,3,2,6,1.0,1.0,1.0,1.0,1.0,1.0
9377,40504.0,2.0,3,0,5,0,0,7,1,0,1.0,1.0,1.0,1.0,1.0,1.0
9378,40505.0,19.0,1,5,4,13,0,5,1,13,1.0,1.0,1.0,1.0,7.0,7.0
9379,40506.0,32.0,1,1,5,0,2,9,2,2,88.0,88.0,88.0,88.0,88.0,4.0
9380,40507.0,18.0,4,5,1,13,0,1,1,13,1.0,1.0,5.0,1.0,1.0,1.0
9382,40509.0,14.0,2,5,4,8,0,8,1,8,1.0,2.0,2.0,1.0,1.0,5.0
9386,40513.0,27.0,1,6,7,0,4,11,1,4,6.0,1.0,1.0,6.0,1.0,1.0
9387,40514.0,45.0,3,5,1,0,4,6,1,4,1.0,1.0,8.0,1.0,7.0,1.0
9388,40515.0,73.0,3,3,1,0,3,4,1,3,7.0,5.0,6.0,7.0,3.0,5.0
9390,40517.0,30.0,3,1,4,0,5,6,1,5,1.0,2.0,1.0,1.0,4.0,2.0
9391,40518.0,62.0,3,1,2,0,3,8,1,3,1.0,1.0,1.0,1.0,8.0,1.0
9392,40519.0,35.0,3,1,2,0,5,11,1,5,8.0,4.0,7.0,8.0,8.0,5.0
9393,40520.0,85.0,3,3,1,0,1,3,1,1,7.0,1.0,1.0,7.0,1.0,2.0
9394,40521.0,3.0,3,0,4,0,0,6,1,0,1.0,1.0,2.0,1.0,5.0,6.0
9395,40522.0,11.0,4,0,5,4,0,3,1,4,1.0,1.0,5.0,1.0,7.0,8.0
9396,40523.0,67.0,1,2,1,0,1,11,1,1,8.0,5.0,8.0,8.0,7.0,7.0
9397,40524.0,60.0,1,1,7,0,1,12,2,1,2.0,88.0,88.0,2.0,6.0,2.0
9399,40526.0,9.0,4,0,7,3,0,7,1,3,1.0,1.0,1.0,1.0,5.0,6.0
9400,40527.0,10.0,3,0,5,5,0,11,1,5,1.0,5.0,5.0,1.0,4.0,1.0
9401,40528.0,27.0,3,1,7,0,3,8,1,3,8.0,1.0,1.0,8.0,1.0,1.0
9403,40530.0,24.0,3,3,5,0,2,1,1,2,1.0,1.0,1.0,1.0,2.0,3.0
9404,40531.0,69.0,1,2,1,0,1,3,1,1,5.0,1.0,2.0,5.0,5.0,5.0
9405,40532.0,41.0,3,1,4,0,4,10,1,4,10.0,5.0,5.0,10.0,5.0,3.0
9406,40533.0,31.0,4,5,3,0,4,4,1,4,1.0,3.0,3.0,1.0,1.0,1.0
9407,40534.0,45.0,3,4,1,0,3,11,1,3,6.0,3.0,2.0,6.0,3.0,1.0
9408,40535.0,6.0,1,0,5,0,0,8,1,0,1.0,1.0,1.0,1.0,1.0,1.0
9409,40536.0,18.0,4,6,3,11,0,1,1,11,8.0,1.0,5.0,8.0,1.0,2.0
9412,40539.0,9.0,3,0,5,3,0,11,1,3,4.0,6.0,9.0,4.0,11.0,7.0
9414,40541.0,15.0,3,5,4,8,0,5,1,8,1.0,2.0,8.0,1.0,9.0,1.0
9417,40544.0,50.0,3,4,6,0,5,11,1,5,1.0,2.0,2.0,1.0,1.0,1.0
9418,40545.0,78.0,3,3,1,0,4,6,1,4,8.0,99.0,3.0,8.0,1.0,1.0
9419,40546.0,13.0,1,0,3,7,0,2,1,7,2.0,1.0,1.0,2.0,1.0,6.0
9420,40547.0,5.0,1,0,5,0,0,11,1,0,1.0,1.0,1.0,1.0,5.0,1.0
9421,40548.0,64.0,3,1,2,0,5,6,1,5,8.0,5.0,5.0,8.0,2.0,2.0
9423,40550.0,14.0,1,5,4,8,0,11,1,8,5.0,4.0,1.0,5.0,7.0,3.0
9424,40551.0,65.0,3,1,3,0,4,5,1,4,7.0,5.0,3.0,7.0,8.0,7.0
9428,40555.0,15.0,5,5,7,8,0,7,1,8,1.0,1.0,9.0,1.0,7.0,9.0
9429,40556.0,10.0,5,0,3,5,0,2,1,5,1.0,3.0,1.0,1.0,2.0,3.0
9430,40557.0,58.0,3,1,2,0,5,11,1,5,1.0,1.0,1.0,1.0,2.0,2.0
9431,40558.0,18.0,3,5,4,13,0,8,1,13,1.0,1.0,10.0,1.0,7.0,7.0
9432,40559.0,24.0,1,1,5,0,1,0,2,1,4.0,1.0,1.0,4.0,2.0,1.0
9433,40560.0,17.0,4,5,3,11,0,10,1,11,1.0,1.0,1.0,1.0,1.0,1.0
9434,40561.0,54.0,3,4,1,0,5,9,1,5,8.0,5.0,9.0,8.0,2.0,2.0
9437,40564.0,26.0,1,1,4,0,2,4,1,2,5.0,1.0,5.0,5.0,3.0,7.0
9438,40565.0,8.0,1,0,6,3,0,3,1,3,1.0,1.0,4.0,1.0,10.0,6.0
9441,40568.0,3.0,4,0,5,0,0,11,1,0,1.0,1.0,2.0,1.0,2.0,5.0
9443,40570.0,75.0,3,1,2,0,3,8,1,3,88.0,88.0,88.0,88.0,4.0,88.0
9444,40571.0,13.0,3,0,5,6,0,9,1,6,1.0,2.0,2.0,1.0,2.0,1.0
9446,40573.0,83.0,3,2,2,0,1,8,1,1,7.0,1.0,8.0,7.0,7.0,5.0
9448,40575.0,85.0,3,2,1,0,3,5,1,3,7.0,2.0,1.0,7.0,4.0,4.0
9449,40576.0,18.0,5,5,1,13,0,1,1,13,1.0,2.0,8.0,1.0,2.0,1.0
9450,40577.0,3.0,1,0,5,0,0,7,2,0,1.0,1.0,1.0,1.0,1.0,1.0
9451,40578.0,9.0,4,0,6,3,0,11,1,3,1.0,1.0,3.0,1.0,5.0,1.0
9452,40579.0,37.0,5,1,3,0,5,11,1,5,8.0,8.0,1.0,8.0,7.0,1.0
9453,40580.0,2.0,3,0,3,0,0,10,1,0,1.0,1.0,1.0,1.0,8.0,7.0
9455,40582.0,32.0,3,5,2,0,3,8,1,3,2.0,2.0,2.0,2.0,1.0,4.0
9456,40583.0,30.0,3,5,1,0,4,2,1,4,88.0,88.0,88.0,88.0,7.0,4.0
9460,40587.0,45.0,3,1,5,0,4,11,1,4,9.0,2.0,2.0,9.0,5.0,6.0
9461,40588.0,32.0,4,5,1,0,3,7,1,3,1.0,1.0,2.0,1.0,1.0,3.0
9462,40589.0,35.0,5,1,2,0,5,11,1,5,1.0,2.0,2.0,1.0,2.0,2.0
9463,40590.0,24.0,1,3,1,0,2,12,1,2,2.0,1.0,3.0,2.0,3.0,5.0
9465,40592.0,40.0,5,1,3,0,5,11,1,5,4.0,8.0,1.0,4.0,6.0,1.0
9466,40593.0,4.0,2,0,4,0,0,99,2,0,1.0,1.0,1.0,1.0,1.0,1.0
9467,40594.0,17.0,4,5,2,11,0,7,1,11,2.0,1.0,3.0,2.0,1.0,6.0
9468,40595.0,34.0,3,1,3,0,4,11,1,4,7.0,8.0,1.0,7.0,1.0,88.0
9469,40596.0,44.0,4,5,2,0,3,1,1,3,3.0,3.0,3.0,3.0,6.0,6.0
9471,40598.0,69.0,4,4,1,0,3,2,1,3,7.0,4.0,1.0,7.0,1.0,7.0
9472,40599.0,71.0,3,1,2,0,3,8,1,3,8.0,1.0,5.0,8.0,2.0,1.0
9474,40601.0,6.0,4,0,4,0,0,99,1,0,1.0,3.0,8.0,1.0,1.0,1.0
9478,40605.0,39.0,3,5,1,0,3,5,1,3,1.0,1.0,1.0,1.0,2.0,3.0
9479,40606.0,57.0,4,6,7,0,2,8,1,2,8.0,8.0,8.0,8.0,7.0,9.0
9485,40612.0,36.0,4,1,2,0,2,3,1,2,2.0,1.0,3.0,2.0,4.0,4.0
9486,40613.0,31.0,5,6,4,0,4,10,1,4,10.0,3.0,3.0,10.0,4.0,4.0
9487,40614.0,70.0,4,1,2,0,2,11,1,2,7.0,7.0,7.0,7.0,4.0,6.0
9488,40615.0,18.0,1,1,2,11,0,99,1,11,2.0,1.0,3.0,2.0,5.0,2.0
9491,40618.0,16.0,3,5,3,9,0,7,1,9,5.0,2.0,3.0,5.0,7.0,4.0
9492,40619.0,9.0,2,0,3,3,0,5,1,3,1.0,1.0,1.0,1.0,5.0,5.0
9495,40622.0,6.0,3,0,5,0,0,8,1,0,1.0,2.0,1.0,1.0,5.0,5.0
9497,40624.0,4.0,1,0,4,0,0,5,1,0,1.0,1.0,1.0,1.0,4.0,6.0
9498,40625.0,7.0,3,0,3,1,0,9,1,1,1.0,1.0,1.0,1.0,7.0,2.0
9500,40627.0,2.0,1,0,3,0,0,6,1,0,1.0,1.0,4.0,1.0,7.0,1.0
9507,40634.0,15.0,1,5,7,8,0,5,2,8,2.0,1.0,3.0,2.0,2.0,2.0
9509,40636.0,9.0,3,0,4,2,0,10,1,2,2.0,5.0,1.0,2.0,5.0,4.0
9510,40637.0,53.0,3,1,2,0,1,9,1,1,8.0,3.0,7.0,8.0,7.0,5.0
9511,40638.0,2.0,3,0,3,0,0,6,1,0,1.0,1.0,1.0,1.0,4.0,2.0
9513,40640.0,27.0,3,5,2,0,4,7,1,4,1.0,1.0,5.0,1.0,5.0,1.0
9514,40641.0,23.0,3,1,1,0,2,11,1,2,1.0,1.0,1.0,1.0,1.0,1.0
9517,40644.0,71.0,3,4,3,0,2,4,1,2,8.0,5.0,3.0,8.0,7.0,2.0
9518,40645.0,19.0,3,5,5,15,0,11,1,15,1.0,1.0,1.0,1.0,1.0,1.0
9519,40646.0,51.0,3,1,5,0,4,7,1,4,1.0,4.0,5.0,1.0,4.0,1.0
9523,40650.0,18.0,4,5,1,13,0,3,1,13,1.0,1.0,2.0,1.0,8.0,6.0
9524,40651.0,21.0,4,6,1,0,2,1,1,2,1.0,1.0,1.0,1.0,5.0,5.0
9525,40652.0,2.0,1,0,3,0,0,9,2,0,2.0,1.0,1.0,2.0,1.0,1.0
9526,40653.0,44.0,2,2,7,0,1,2,2,1,1.0,1.0,1.0,1.0,7.0,4.0
9528,40655.0,38.0,5,1,4,0,4,8,1,4,7.0,1.0,2.0,7.0,2.0,1.0
9531,40658.0,69.0,3,1,2,0,4,12,1,4,8.0,5.0,4.0,8.0,6.0,2.0
9533,40660.0,64.0,3,1,2,0,3,6,1,3,8.0,2.0,2.0,8.0,8.0,2.0
9535,40662.0,6.0,3,0,5,0,0,7,1,0,1.0,1.0,3.0,1.0,2.0,5.0
9537,40664.0,22.0,1,1,3,0,3,5,1,3,2.0,3.0,3.0,2.0,6.0,3.0
9538,40665.0,8.0,1,0,7,2,0,5,2,2,5.0,3.0,5.0,5.0,4.0,4.0
9539,40666.0,5.0,3,0,2,0,0,99,1,0,1.0,7.0,2.0,1.0,88.0,4.0
9540,40667.0,19.0,3,5,3,15,0,8,1,15,2.0,1.0,7.0,2.0,1.0,1.0
9545,40672.0,15.0,4,5,6,9,0,10,1,9,1.0,3.0,3.0,1.0,1.0,2.0
9548,40675.0,9.0,5,0,5,3,0,11,1,3,1.0,1.0,1.0,1.0,1.0,8.0
9550,40677.0,3.0,3,0,4,0,0,5,1,0,1.0,1.0,2.0,1.0,7.0,2.0
9553,40680.0,27.0,3,1,7,0,2,11,1,2,5.0,1.0,5.0,5.0,1.0,5.0
9554,40681.0,32.0,4,5,4,0,2,10,1,2,2.0,2.0,5.0,2.0,5.0,4.0
9555,40682.0,6.0,4,0,6,0,0,8,1,0,1.0,1.0,1.0,1.0,7.0,7.0
9557,40684.0,54.0,3,5,1,0,3,13,1,3,7.0,1.0,1.0,7.0,4.0,3.0
9558,40685.0,38.0,3,3,1,0,4,6,1,4,8.0,1.0,6.0,8.0,2.0,2.0
9561,40688.0,43.0,3,1,5,0,4,6,1,4,5.0,1.0,6.0,5.0,6.0,6.0
9566,40693.0,34.0,1,6,6,0,2,4,2,2,8.0,1.0,1.0,8.0,4.0,7.0
9567,40694.0,26.0,5,1,4,0,2,6,1,2,8.0,1.0,2.0,8.0,6.0,4.0
9573,40700.0,51.0,4,1,2,0,1,4,1,1,8.0,1.0,3.0,8.0,3.0,2.0
9574,40701.0,31.0,1,1,4,0,2,5,2,2,1.0,1.0,1.0,1.0,1.0,1.0
9575,40702.0,49.0,3,1,4,0,3,11,1,3,7.0,1.0,1.0,7.0,4.0,5.0
9576,40703.0,62.0,3,1,2,0,5,11,1,5,7.0,5.0,3.0,7.0,2.0,5.0
9578,40705.0,72.0,4,2,1,0,2,3,1,2,1.0,1.0,7.0,1.0,1.0,11.0
9579,40706.0,23.0,4,5,4,0,4,2,1,4,1.0,2.0,2.0,1.0,4.0,5.0
9580,40707.0,22.0,2,1,5,0,2,7,1,2,2.0,2.0,1.0,2.0,1.0,2.0
9582,40709.0,17.0,3,5,7,10,0,11,1,10,3.0,2.0,2.0,3.0,1.0,6.0
9583,40710.0,17.0,1,5,6,10,0,6,2,10,1.0,1.0,1.0,1.0,1.0,1.0
9584,40711.0,68.0,4,5,1,0,3,12,1,3,9.0,1.0,1.0,9.0,1.0,2.0
9585,40712.0,11.0,1,0,4,5,0,6,2,5,2.0,1.0,1.0,2.0,1.0,1.0
9586,40713.0,15.0,1,5,5,8,0,11,1,8,1.0,1.0,4.0,1.0,5.0,3.0
9587,40714.0,42.0,3,3,5,0,5,11,1,5,8.0,3.0,1.0,8.0,2.0,2.0
9588,40715.0,12.0,4,0,7,6,0,7,1,6,1.0,2.0,3.0,1.0,2.0,8.0
9589,40716.0,18.0,4,5,3,11,0,4,1,11,2.0,3.0,8.0,2.0,1.0,5.0
9590,40717.0,74.0,1,2,3,0,1,3,1,1,1.0,4.0,3.0,1.0,4.0,7.0
9591,40718.0,82.0,1,1,2,0,2,5,1,2,7.0,7.0,7.0,7.0,3.0,6.0
9592,40719.0,5.0,4,0,3,0,0,7,1,0,1.0,1.0,1.0,1.0,3.0,6.0
9593,40720.0,20.0,3,4,4,0,4,11,1,4,8.0,1.0,1.0,8.0,5.0,4.0
9595,40722.0,6.0,3,0,5,0,0,7,1,0,1.0,1.0,1.0,1.0,1.0,2.0
9597,40724.0,11.0,3,0,5,5,0,11,1,5,1.0,1.0,1.0,1.0,6.0,5.0
9598,40725.0,40.0,3,1,5,0,3,8,1,3,5.0,1.0,1.0,5.0,2.0,1.0
9599,40726.0,48.0,3,1,2,0,4,11,1,4,8.0,2.0,5.0,8.0,6.0,5.0
9603,40730.0,2.0,3,0,5,0,0,7,1,0,1.0,7.0,2.0,1.0,7.0,3.0
9606,40733.0,5.0,4,0,6,0,0,6,1,0,1.0,2.0,4.0,1.0,5.0,7.0
9607,40734.0,19.0,1,6,6,13,0,8,1,13,2.0,1.0,4.0,2.0,4.0,4.0
9609,40736.0,85.0,3,2,1,0,5,99,1,5,88.0,1.0,1.0,88.0,99.0,88.0
9611,40738.0,2.0,4,0,3,0,0,5,1,0,1.0,1.0,1.0,1.0,2.0,1.0
9612,40739.0,44.0,3,1,2,0,2,10,1,2,9.0,2.0,2.0,9.0,5.0,3.0
9614,40741.0,18.0,3,5,4,11,0,7,1,11,2.0,3.0,3.0,2.0,6.0,3.0
9615,40742.0,11.0,3,0,5,4,0,8,1,4,1.0,1.0,1.0,1.0,6.0,4.0
9617,40744.0,85.0,3,2,1,0,3,6,1,3,8.0,1.0,1.0,8.0,2.0,7.0
9618,40745.0,15.0,4,5,5,9,0,4,1,9,1.0,3.0,8.0,1.0,1.0,1.0
9621,40748.0,12.0,1,0,5,5,0,5,1,5,1.0,1.0,1.0,1.0,1.0,1.0
9622,40749.0,5.0,3,0,3,0,0,8,1,0,1.0,1.0,1.0,1.0,5.0,6.0
9624,40751.0,36.0,3,1,4,0,3,3,1,3,1.0,1.0,1.0,1.0,5.0,8.0
9625,40752.0,49.0,1,1,3,0,2,7,1,2,1.0,1.0,2.0,1.0,1.0,1.0
9626,40753.0,10.0,5,0,4,4,0,2,1,4,1.0,3.0,3.0,1.0,8.0,6.0
9628,40755.0,70.0,3,1,2,0,2,5,1,2,88.0,88.0,6.0,88.0,3.0,2.0
9629,40756.0,2.0,1,0,6,0,0,4,2,0,1.0,1.0,88.0,1.0,1.0,1.0
9630,40757.0,6.0,3,0,5,0,0,11,1,0,1.0,1.0,88.0,1.0,1.0,4.0
9631,40758.0,15.0,3,5,4,9,0,11,1,9,1.0,1.0,3.0,1.0,7.0,1.0
9632,40759.0,50.0,3,1,2,0,4,12,1,4,9.0,2.0,5.0,9.0,5.0,2.0
9636,40763.0,66.0,3,3,1,0,3,3,1,3,7.0,2.0,2.0,7.0,5.0,4.0
9637,40764.0,11.0,3,0,4,4,0,7,1,4,1.0,1.0,1.0,1.0,1.0,1.0
9640,40767.0,61.0,3,3,1,0,4,7,1,4,8.0,8.0,1.0,8.0,3.0,2.0
9642,40769.0,33.0,3,1,2,0,5,11,1,5,2.0,3.0,2.0,2.0,2.0,2.0
9643,40770.0,12.0,4,0,4,6,0,6,1,6,1.0,1.0,1.0,1.0,2.0,4.0
9644,40771.0,48.0,4,5,1,0,5,99,1,5,8.0,7.0,7.0,8.0,5.0,5.0
9645,40772.0,56.0,3,1,3,0,4,9,1,4,9.0,2.0,8.0,9.0,2.0,1.0
9646,40773.0,72.0,3,1,2,0,3,6,1,3,88.0,88.0,88.0,88.0,88.0,88.0
9649,40776.0,8.0,1,0,4,2,0,11,1,2,1.0,1.0,3.0,1.0,2.0,2.0
9650,40777.0,16.0,1,5,4,10,0,11,1,10,1.0,2.0,2.0,1.0,1.0,3.0
9653,40780.0,11.0,4,0,6,5,0,3,1,5,1.0,1.0,1.0,1.0,1.0,4.0
9654,40781.0,10.0,3,0,4,3,0,11,1,3,1.0,1.0,1.0,1.0,5.0,5.0
9655,40782.0,18.0,4,5,3,12,0,8,1,12,3.0,3.0,3.0,3.0,4.0,1.0
9656,40783.0,10.0,3,0,6,4,0,6,1,4,1.0,1.0,1.0,1.0,1.0,5.0
9657,40784.0,85.0,3,2,1,0,3,12,1,3,88.0,88.0,1.0,88.0,88.0,88.0
9660,40787.0,9.0,3,0,2,3,0,5,1,3,1.0,1.0,1.0,1.0,1.0,1.0
9663,40790.0,51.0,5,3,1,0,4,6,1,4,6.0,3.0,3.0,6.0,4.0,2.0
9664,40791.0,29.0,3,6,2,0,4,9,1,4,1.0,1.0,3.0,1.0,6.0,2.0
9668,40795.0,8.0,5,0,5,2,0,4,1,2,1.0,2.0,2.0,1.0,3.0,3.0
9671,40798.0,11.0,4,0,5,5,0,7,1,5,1.0,1.0,1.0,1.0,6.0,9.0
9672,40799.0,12.0,4,0,4,6,0,6,1,6,1.0,1.0,1.0,1.0,1.0,5.0
9673,40800.0,81.0,3,1,2,0,3,7,1,3,2.0,1.0,2.0,2.0,2.0,3.0
9674,40801.0,60.0,3,1,2,0,5,10,1,5,8.0,3.0,3.0,8.0,3.0,5.0
9675,40802.0,16.0,2,5,4,10,0,11,1,10,1.0,5.0,5.0,1.0,1.0,2.0
9676,40803.0,12.0,2,0,3,5,0,11,1,5,1.0,1.0,7.0,1.0,1.0,2.0
9677,40804.0,54.0,3,2,1,0,4,6,1,4,7.0,3.0,1.0,7.0,5.0,5.0
9679,40806.0,14.0,1,5,3,8,0,7,1,8,3.0,1.0,3.0,3.0,5.0,5.0
9680,40807.0,76.0,3,1,2,0,5,5,1,5,7.0,1.0,7.0,7.0,3.0,2.0
9682,40809.0,25.0,3,1,3,0,5,10,1,5,5.0,2.0,1.0,5.0,3.0,1.0
9684,40811.0,16.0,3,5,5,10,0,9,1,10,6.0,5.0,5.0,6.0,4.0,5.0
9685,40812.0,40.0,4,1,3,0,4,10,1,4,3.0,1.0,6.0,3.0,3.0,1.0
9687,40814.0,52.0,5,1,2,0,5,5,1,5,7.0,5.0,1.0,7.0,1.0,2.0
9689,40816.0,17.0,3,5,5,11,0,6,1,11,5.0,2.0,5.0,5.0,4.0,7.0
9691,40818.0,6.0,1,0,5,0,0,7,2,0,1.0,1.0,1.0,1.0,1.0,6.0
9693,40820.0,2.0,5,0,3,0,0,1,1,0,1.0,1.0,2.0,1.0,6.0,3.0
9694,40821.0,31.0,3,1,2,0,3,8,1,3,1.0,2.0,1.0,1.0,1.0,8.0
9696,40823.0,36.0,3,1,3,0,4,8,1,4,7.0,7.0,1.0,7.0,1.0,1.0
9697,40824.0,71.0,3,1,2,0,4,6,1,4,8.0,7.0,1.0,8.0,3.0,1.0
9698,40825.0,5.0,2,0,4,0,0,4,1,0,1.0,1.0,1.0,1.0,1.0,4.0
9699,40826.0,3.0,4,0,6,0,0,8,1,0,1.0,1.0,8.0,1.0,1.0,8.0
9701,40828.0,43.0,3,1,4,0,3,2,1,3,5.0,1.0,10.0,5.0,6.0,4.0
9702,40829.0,56.0,1,4,6,0,1,9,2,1,1.0,1.0,1.0,1.0,7.0,11.0
9706,40833.0,4.0,4,0,4,0,0,3,1,0,1.0,2.0,2.0,1.0,1.0,6.0
9707,40834.0,17.0,1,5,4,11,0,11,1,11,7.0,4.0,4.0,7.0,5.0,3.0
9708,40835.0,4.0,3,0,6,0,0,2,1,0,1.0,1.0,3.0,1.0,5.0,2.0
9711,40838.0,73.0,3,2,1,0,1,4,1,1,4.0,3.0,3.0,4.0,2.0,1.0
9712,40839.0,39.0,4,5,1,0,4,12,1,4,3.0,3.0,1.0,3.0,1.0,1.0
9715,40842.0,76.0,3,1,2,0,4,7,1,4,7.0,1.0,6.0,7.0,5.0,1.0
9716,40843.0,20.0,4,5,2,0,1,4,1,1,1.0,1.0,3.0,1.0,3.0,3.0
9717,40844.0,16.0,3,5,4,10,0,8,1,10,1.0,1.0,1.0,1.0,1.0,2.0
9721,40848.0,12.0,1,0,4,6,0,9,2,6,1.0,1.0,2.0,1.0,88.0,4.0
9723,40850.0,56.0,3,1,5,0,4,11,1,4,8.0,9.0,1.0,8.0,6.0,10.0
9724,40851.0,5.0,4,0,5,0,0,12,1,0,1.0,1.0,1.0,1.0,1.0,1.0
9725,40852.0,85.0,3,1,2,0,4,6,1,4,8.0,7.0,1.0,8.0,2.0,1.0
9726,40853.0,9.0,4,0,7,2,0,1,1,2,1.0,7.0,7.0,1.0,1.0,1.0
9727,40854.0,8.0,1,0,7,2,0,7,2,2,1.0,1.0,1.0,1.0,6.0,1.0
9729,40856.0,9.0,5,0,4,3,0,10,1,3,3.0,2.0,3.0,3.0,2.0,2.0
9731,40858.0,49.0,1,1,3,0,2,6,2,2,2.0,1.0,1.0,2.0,1.0,1.0
9732,40859.0,40.0,1,1,5,0,3,7,2,3,7.0,2.0,1.0,7.0,2.0,4.0
9733,40860.0,82.0,3,1,3,0,1,4,1,1,3.0,1.0,1.0,3.0,6.0,2.0
9735,40862.0,14.0,3,5,5,8,0,8,1,8,1.0,1.0,1.0,1.0,4.0,1.0
9736,40863.0,31.0,3,1,3,0,5,8,1,5,2.0,1.0,3.0,2.0,5.0,8.0
9738,40865.0,3.0,1,0,4,0,0,10,1,0,1.0,1.0,1.0,1.0,2.0,4.0
9739,40866.0,36.0,4,6,2,0,3,9,1,3,1.0,1.0,6.0,1.0,1.0,5.0
9741,40868.0,5.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,5.0
9744,40871.0,79.0,3,2,1,0,3,3,1,3,1.0,1.0,1.0,1.0,4.0,2.0
9746,40873.0,19.0,3,5,4,15,0,11,1,15,1.0,1.0,7.0,1.0,5.0,1.0
9748,40875.0,51.0,3,5,1,0,4,2,1,4,5.0,3.0,3.0,5.0,3.0,2.0
9749,40876.0,9.0,1,0,5,2,0,12,1,2,1.0,1.0,1.0,1.0,5.0,7.0
9750,40877.0,41.0,1,1,4,0,2,4,2,2,7.0,5.0,4.0,7.0,2.0,2.0
9752,40879.0,36.0,3,5,1,0,4,7,1,4,1.0,1.0,5.0,1.0,2.0,7.0
9753,40880.0,12.0,1,0,7,5,0,6,2,5,7.0,1.0,5.0,7.0,7.0,6.0
9754,40881.0,41.0,3,6,2,0,3,2,1,3,1.0,1.0,1.0,1.0,1.0,2.0
9755,40882.0,28.0,3,1,2,0,5,11,1,5,1.0,2.0,3.0,1.0,4.0,2.0
9756,40883.0,13.0,3,0,4,8,0,10,1,8,1.0,1.0,1.0,1.0,7.0,8.0
9759,40886.0,64.0,1,1,2,0,2,6,1,2,7.0,1.0,1.0,7.0,2.0,1.0
9761,40888.0,66.0,1,1,2,0,1,6,2,1,7.0,1.0,1.0,7.0,1.0,1.0
9762,40889.0,14.0,3,5,4,7,0,11,1,7,3.0,4.0,4.0,3.0,3.0,2.0
9763,40890.0,40.0,3,1,2,0,2,2,1,2,10.0,1.0,1.0,10.0,3.0,6.0
9764,40891.0,40.0,3,4,4,0,5,7,1,5,6.0,5.0,2.0,6.0,7.0,7.0
9765,40892.0,7.0,3,0,4,1,0,11,1,1,1.0,1.0,1.0,1.0,1.0,2.0
9766,40893.0,12.0,5,0,2,6,0,2,1,6,1.0,2.0,5.0,1.0,9.0,7.0
9768,40895.0,10.0,1,0,5,4,0,11,1,4,1.0,2.0,2.0,1.0,7.0,5.0
9769,40896.0,13.0,5,0,5,7,0,11,1,7,1.0,1.0,1.0,1.0,1.0,1.0
9772,40899.0,50.0,3,1,2,0,2,10,1,2,9.0,1.0,3.0,9.0,2.0,2.0
9773,40900.0,85.0,3,1,2,0,1,4,1,1,8.0,3.0,3.0,8.0,4.0,2.0
9774,40901.0,4.0,1,0,7,0,0,6,1,0,1.0,3.0,1.0,1.0,5.0,2.0
9775,40902.0,13.0,4,0,4,6,0,4,1,6,1.0,1.0,5.0,1.0,3.0,7.0
9782,40909.0,29.0,3,3,3,0,4,8,1,4,1.0,1.0,8.0,1.0,5.0,4.0
9783,40910.0,15.0,3,5,4,8,0,11,1,8,7.0,4.0,8.0,7.0,7.0,5.0
9784,40911.0,37.0,3,5,1,0,3,10,1,3,10.0,3.0,1.0,10.0,4.0,7.0
9787,40914.0,4.0,1,0,7,0,0,7,2,0,88.0,1.0,1.0,88.0,2.0,4.0
9790,40917.0,17.0,3,5,4,11,0,11,1,11,1.0,1.0,1.0,1.0,88.0,1.0
9791,40918.0,11.0,1,0,7,5,0,6,2,5,1.0,1.0,1.0,1.0,1.0,1.0
9792,40919.0,17.0,4,5,4,9,0,4,1,9,1.0,1.0,1.0,1.0,6.0,1.0
9795,40922.0,6.0,4,0,7,0,0,6,1,0,1.0,1.0,1.0,1.0,2.0,8.0
9797,40924.0,10.0,3,0,4,4,0,11,1,4,1.0,1.0,1.0,1.0,9.0,6.0
9801,40928.0,2.0,4,0,7,0,0,4,1,0,1.0,1.0,1.0,1.0,8.0,8.0
9802,40929.0,34.0,5,1,3,0,4,11,1,4,1.0,4.0,1.0,1.0,1.0,2.0
9803,40930.0,67.0,3,2,1,0,5,9,1,5,8.0,4.0,5.0,8.0,6.0,2.0
9804,40931.0,27.0,1,5,5,0,3,4,2,3,1.0,1.0,1.0,1.0,7.0,6.0
9806,40933.0,52.0,1,3,1,0,5,6,1,5,6.0,3.0,1.0,6.0,4.0,6.0
9807,40934.0,34.0,4,1,1,0,5,9,1,5,7.0,3.0,5.0,7.0,6.0,2.0
9808,40935.0,18.0,3,5,5,11,0,7,1,11,1.0,1.0,1.0,1.0,5.0,2.0
9809,40936.0,58.0,4,3,2,0,4,4,1,4,1.0,6.0,3.0,1.0,5.0,1.0
9811,40938.0,36.0,3,5,1,0,5,11,1,5,8.0,5.0,3.0,8.0,3.0,1.0
9817,40944.0,18.0,3,5,5,11,0,9,1,11,1.0,1.0,1.0,1.0,2.0,6.0
